filepath,filename,class,split,extension,width,height,mode,format,frames,file_size_bytes,sha256,decode_ok,error,pillow_warnings
dataset/train/Black spot/2025_12_20_IMG (42).JPG,2025_12_20_IMG (42).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,38688,546f5f71f8e3f242ba2ccb909ea822d5240d3d63171f305b21d910205015f1d4,True,,
dataset/train/Black spot/2025_12_20_IMG (43).JPG,2025_12_20_IMG (43).JPG,Black spot,train,.jpg,4032,3024,RGB,JPEG,1,715634,8d6f87ab9133e8a5f45d21155a8e643316c7a9d0bad8ea992e9deef04a693e94,True,,
dataset/train/Black spot/2025_12_20_IMG (46).JPG,2025_12_20_IMG (46).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,45793,c01c20dcbc0b99cf38c2f2eadef2513b2c59fc80742699ee08089c97de900a09,True,,
dataset/train/Black spot/2025_12_20_IMG (47).JPG,2025_12_20_IMG (47).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,41533,33c1fd7a9e547f55ba503e57b09b71f7269c1d90a8617c02be5ecb20816860f2,True,,
dataset/train/Black spot/2025_12_20_IMG (48).JPG,2025_12_20_IMG (48).JPG,Black spot,train,.jpg,4032,3024,RGB,JPEG,1,871172,a0d7b13985f98688a88951363ec5d937e2824b3786dd8d134e9fc8b40bf8e661,True,,
dataset/train/Black spot/2025_12_20_IMG (5).JPG,2025_12_20_IMG (5).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,43160,78ef88b2ecec9c17b34d7b0b2a044cfe7101836d8c8c8869c007ace02e571e92,True,,
dataset/train/Black spot/2025_12_20_IMG (50).JPG,2025_12_20_IMG (50).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,41744,70e5771b1a9d179fb3e5e93dfd16366fc0fcf3365436348bb1eae9f80e0bd0cb,True,,
dataset/train/Black spot/2025_12_20_IMG (51).JPG,2025_12_20_IMG (51).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,44297,438e638426b9645a2f2048dbd5c8731761a412e4c46cfb41c8f0d96d5618bbcb,True,,
dataset/train/Black spot/2025_12_20_IMG (52).JPG,2025_12_20_IMG (52).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,37723,99c1cb6ca2f3ef808ba936ef758a150e82a07710b9d1f3aeca10751a126cf653,True,,
dataset/train/Black spot/2025_12_20_IMG (54).JPG,2025_12_20_IMG (54).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,45292,998b3822376c8809c6ffdc3963d0ef10d636e3673d4d913c498915f630b70cca,True,,
dataset/train/Black spot/2025_12_20_IMG (56).JPG,2025_12_20_IMG (56).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,48049,6d67706244107547da446ef15e67c4f6d8da885541f0e1870744ea44bdb46685,True,,
dataset/train/Black spot/2025_12_20_IMG (57).JPG,2025_12_20_IMG (57).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,44711,7aa5c3c04c2b41027e57c8f671a063766568193def3c486dac905731f1a387f2,True,,
dataset/train/Black spot/2025_12_20_IMG (58).JPG,2025_12_20_IMG (58).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,44058,6b2664917b46686e74e7b7d477088983ad7a990e38c20c18d995e43f0f96b001,True,,
dataset/train/Black spot/2025_12_20_IMG (59).JPG,2025_12_20_IMG (59).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,37268,7feba1a20a8009e575a8e151fd7362277cd8bee0ad68b566449768667e786edd,True,,
dataset/train/Black spot/2025_12_20_IMG (6).JPG,2025_12_20_IMG (6).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,44570,a6a73c46dac92c9cded72bcfcffbbe03baaf346711e7305787433e8442c3a747,True,,
dataset/train/Black spot/2025_12_20_IMG (63).JPG,2025_12_20_IMG (63).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,42146,022be004e33d4d8b12d75f49bcc2ec75766d033fc27c00bb78db76c75a435e59,True,,
dataset/train/Black spot/2025_12_20_IMG (65).JPG,2025_12_20_IMG (65).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,41049,ba41f2231a2d88123fe48f81f1482d82c6c5d58a592b9f7d9e81433a726b9d2e,True,,
dataset/train/Black spot/2025_12_20_IMG (66).JPG,2025_12_20_IMG (66).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,41023,bf8feac51b618967f4b8f82edeaaf6a085c4cf037c8efe77e960b4045d58684a,True,,
dataset/train/Black spot/2025_12_20_IMG (67).JPG,2025_12_20_IMG (67).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,41538,c766b115eb997b2e2b6940deed974013cf9ce10dc531e0163970f88fbdb822d5,True,,
dataset/train/Black spot/2025_12_20_IMG (68).JPG,2025_12_20_IMG (68).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,40621,86dd0778974b89f73c7a5c5b062bb02ba9c9aed6114f361a0fc9a2396715ab46,True,,
dataset/train/Black spot/2025_12_20_IMG (69).JPG,2025_12_20_IMG (69).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,40721,5d1eb72a2426d31874a90b6fe1bb9dd775aa87189c7cb30cce79abbe00938e79,True,,
dataset/train/Black spot/2025_12_20_IMG (70).JPG,2025_12_20_IMG (70).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,41552,c71cd568d2c5b0c2f5039168585fde64ae2b36d270352f02a4fa5c6663349a38,True,,
dataset/train/Black spot/2025_12_20_IMG (71).JPG,2025_12_20_IMG (71).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,45636,e7337d3dc44c617c572ee40849755bd3db33ae6d49080755daf76ec99d00ac45,True,,
dataset/train/Black spot/2025_12_20_IMG (72).JPG,2025_12_20_IMG (72).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,46897,dcb964b71396aa99258665f8e32b35f737b9853f6bab3658eacd804e00c437d8,True,,
dataset/train/Black spot/2025_12_20_IMG (75).JPG,2025_12_20_IMG (75).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,28276,d32e13303de34a7f09eb3a2d273786b16811aea343f08d643353f961852fd69e,True,,
dataset/train/Black spot/2025_12_20_IMG (76).JPG,2025_12_20_IMG (76).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,37361,dc4ac1a0f03b1712b8d015cecc8a3ebc721cc82cc6fbd12e8706362db7ba8af5,True,,
dataset/train/Black spot/2025_12_20_IMG (77).JPG,2025_12_20_IMG (77).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,37137,f02292bd34cd193c75b64b1360b6628817ce0eb0ceaf6fc3b3ae7ad3ede15c9e,True,,
dataset/train/Black spot/2025_12_20_IMG (78).JPG,2025_12_20_IMG (78).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,42891,56e41b92e9dbab0edda4cc9bb3e94dae6708fe44da3d7dea5d0ea98c4a8b2546,True,,
dataset/train/Black spot/2025_12_20_IMG (79).JPG,2025_12_20_IMG (79).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,37327,8337997f77727e66865fe2801b3c8d191e3088e193ff46c37ee2ab8104dc0847,True,,
dataset/train/Black spot/2025_12_20_IMG (80).JPG,2025_12_20_IMG (80).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,37406,e35b9c1cf340c85d69ba62e326a26e805481767f9befcd78986843bcd3996e0d,True,,
dataset/train/Black spot/2025_12_20_IMG (81).JPG,2025_12_20_IMG (81).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,35682,40b5f4e3faa23c73925862572a234e418bb5579911ddd6704b99b2a4aaacc50a,True,,
dataset/train/Black spot/2025_12_20_IMG (82).JPG,2025_12_20_IMG (82).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,42092,9f43d3ec09e61a6b11099055617586ebe95a8bd347ef8cb5a2e9909dfeccd763,True,,
dataset/train/Black spot/2025_12_20_IMG (85).JPG,2025_12_20_IMG (85).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,49008,430e4ff73bb3a406e48e482b5065cbf59629d52ff6ce31bec58e24d971a63d6f,True,,
dataset/train/Black spot/2025_12_20_IMG (87).JPG,2025_12_20_IMG (87).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,41246,d970186102d3a0690d4c59291191af4eff446f47964c43a5d778fd1817a44d03,True,,
dataset/train/Black spot/2025_12_20_IMG (90).JPG,2025_12_20_IMG (90).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,51079,0fe5f96ffa8cbb58b51d24771085b20488f9d50ba427048418be38915e95ce56,True,,
dataset/train/Black spot/2025_12_20_IMG (93).JPG,2025_12_20_IMG (93).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,48854,ed9f9408351caf18513fcc0d3cc2b5523811a266ce189cba5a5c843ed4360d8f,True,,
dataset/train/Black spot/2025_12_20_IMG (94).JPG,2025_12_20_IMG (94).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,48666,8866f52f8c743b8aec4793d0e52933a3f9b33f2e6d803c8d5f0288f5955ccb2c,True,,
dataset/train/Black spot/2025_12_20_IMG (96).JPG,2025_12_20_IMG (96).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,53445,09b34057ef7420c45609d1534b015ab7bab246efa49fc59b77cfdbd2b21512f3,True,,
dataset/train/Black spot/2025_12_20_IMG (98).JPG,2025_12_20_IMG (98).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,53369,6949072f6b83628fbcaa3fcb308ac8c32b6bac87b97fac88d2e71cd7788d2054,True,,
dataset/train/Black spot/2025_12_20_IMG (99).JPG,2025_12_20_IMG (99).JPG,Black spot,train,.jpg,560,420,RGB,JPEG,1,54084,f5ea463474ce42841f77c419085c40db3712b64815f19c58a442197f9cc2d032,True,,
dataset/train/Citrus canker/2025_12_21_IMG (202).JPG,2025_12_21_IMG (202).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,41999,18ca4b672079d964a2c85bbf919b2f0bcb691f1ea0a410b2672341ef21b7bef4,True,,
dataset/train/Citrus canker/2025_12_21_IMG (203).JPG,2025_12_21_IMG (203).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42025,54a7d52a89535d30abc9d58bef7dfc02865307ecbdb41ad1db092a789cc58e2c,True,,
dataset/train/Citrus canker/2025_12_21_IMG (204).JPG,2025_12_21_IMG (204).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,45500,85316dbd4b2f23fc73d535e9d52a2d93f8ae84ceb9b7e8f758f92be11084e427,True,,
dataset/train/Citrus canker/2025_12_21_IMG (206).JPG,2025_12_21_IMG (206).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,40602,56245a538a8433591ebf9a85d9c93e42dc8ba216a7eefdeaaf83b758120bd067,True,,
dataset/train/Citrus canker/2025_12_21_IMG (207).JPG,2025_12_21_IMG (207).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,41170,d7cebe4f648835f9e1294fc562b3c8b3789cd0d3228d090877827f222a170c91,True,,
dataset/train/Citrus canker/2025_12_21_IMG (208).JPG,2025_12_21_IMG (208).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,40435,358fad59f381819cca1076bdaf55e482aa7a34ce2ab3db5f65e00e235babd90a,True,,
dataset/train/Citrus canker/2025_12_21_IMG (209).JPG,2025_12_21_IMG (209).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,54161,b3768d0125f8cbb9b54fef00e8e85aa7a9b1df7ee5b5729d32601e2fb38da2e9,True,,
dataset/train/Citrus canker/2025_12_21_IMG (210).JPG,2025_12_21_IMG (210).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,52731,c56d1fd4ac77ec14b3c1829929dea13651a9b56920bf6856cf2dfcc1647e158c,True,,
dataset/train/Citrus canker/2025_12_21_IMG (211).JPG,2025_12_21_IMG (211).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42887,96d6298d45354fd44372b39b958417bf85a9dc70d1e664aaa4189afbcc491d86,True,,
dataset/train/Citrus canker/2025_12_21_IMG (212).JPG,2025_12_21_IMG (212).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42635,7ab4163a1f411983821e83c6c593400f476626b8ac5644cb390e9bc9d106d1c6,True,,
dataset/train/Citrus canker/2025_12_21_IMG (213).JPG,2025_12_21_IMG (213).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,53028,e9402a1f7493d4f9d1f1ebcdc7d7577a9a37fd07c76023e282885232fde30552,True,,
dataset/train/Citrus canker/2025_12_21_IMG (216).JPG,2025_12_21_IMG (216).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42653,44d9852949890a88d1e910ba48f3936a740b640cef25668590c8532d7c4268ee,True,,
dataset/train/Citrus canker/2025_12_21_IMG (219).JPG,2025_12_21_IMG (219).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,52710,f2aff3dfe7354218719794face4933cc2fdadeb47cb3059f9a601ae68f19f81f,True,,
dataset/train/Citrus canker/2025_12_21_IMG (220).JPG,2025_12_21_IMG (220).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,49402,b94ed296c496dca52b8eceefce0336a302d8c7f94b3097dbf894338117fa688f,True,,
dataset/train/Citrus canker/2025_12_21_IMG (221).JPG,2025_12_21_IMG (221).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,43083,3aa288a4d9a28b110f730bcb165a339c70d32f30d4f8c640d8a8a6b320d9a527,True,,
dataset/train/Citrus canker/2025_12_21_IMG (222).JPG,2025_12_21_IMG (222).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,44155,08650d6bb63e89247268c49f0f37e0d92f0a29709b2cf78f0976e90db3230852,True,,
dataset/train/Citrus canker/2025_12_21_IMG (223).JPG,2025_12_21_IMG (223).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,41142,240f4603793437408a67f7cd16e8763a8abc80889754923ba42194fe2b41735d,True,,
dataset/train/Citrus canker/2025_12_21_IMG (227).JPG,2025_12_21_IMG (227).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42434,1a14c19982b3bb58e5dc04dd9209a1576b4a17931aeada9aa1a5719897f6009f,True,,
dataset/train/Citrus canker/2025_12_21_IMG (228).JPG,2025_12_21_IMG (228).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,41453,0bff104648ba194ca2d1bf852bd3ef34b349e23d704dd182701643fea52589b3,True,,
dataset/train/Citrus canker/2025_12_21_IMG (229).JPG,2025_12_21_IMG (229).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,55890,7f10cb353336608fe50f35e7c9f505d6837d8205306f69e0ebb19712f5a0b737,True,,
dataset/train/Citrus canker/2025_12_21_IMG (231).JPG,2025_12_21_IMG (231).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,58723,2ff5c855bede4b14f32ae0bd626a6ba9f94029c6bf73a4a065a57e693d7306e4,True,,
dataset/train/Citrus canker/2025_12_21_IMG (232).JPG,2025_12_21_IMG (232).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,50894,e0632dca1395d59fa4eea24af561452ebc9e26fac230939231cdd04fed10b416,True,,
dataset/train/Citrus canker/2025_12_21_IMG (233).JPG,2025_12_21_IMG (233).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,55854,d71e8501a17ab187bdf8d7fcde7dec1744032309bf7e5111181eedfec02d965e,True,,
dataset/train/Citrus canker/2025_12_21_IMG (234).JPG,2025_12_21_IMG (234).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,37743,a4e08ff72f763597b1ad6641cc2c07323773058bf2bfb3af14d33a3025ce8c51,True,,
dataset/train/Citrus canker/2025_12_21_IMG (236).JPG,2025_12_21_IMG (236).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,54100,532f1bbb4e1f6769d89b520a0fc010aec5b52df96fff18b3d568916650c8e608,True,,
dataset/train/Citrus canker/2025_12_21_IMG (239).JPG,2025_12_21_IMG (239).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,41918,de5bb590a95ca2945d979d1617bcfe5812ff7e56d44f4075a9414f3b42773668,True,,
dataset/train/Citrus canker/2025_12_21_IMG (240).JPG,2025_12_21_IMG (240).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,44780,55efd2d853b2628316d59e1516b2372a948f9a5a56f086e9f9f5ca7f4cfdef7f,True,,
dataset/train/Citrus canker/2025_12_21_IMG (241).JPG,2025_12_21_IMG (241).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,50696,f7b96a119b90a713d1e2da5e8c72734a90a077be6d0d553b6e337e8cc226559b,True,,
dataset/train/Citrus canker/2025_12_21_IMG (243).JPG,2025_12_21_IMG (243).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,54336,9311b663f0872cf1bfe1dd65ceec502faca5e32edf58237a95bd8c8fa09347d7,True,,
dataset/train/Citrus canker/2025_12_21_IMG (244).JPG,2025_12_21_IMG (244).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,47759,c0fb7b611b4b791d14195df493a1d6629d4e07a485a745f3e7f99ca10781b025,True,,
dataset/train/Citrus canker/2025_12_21_IMG (245).JPG,2025_12_21_IMG (245).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,51671,a9c4d9a060e370fc6dfccf28ebdec90a05f1fee3fc1d2d3095e3e344c469c20f,True,,
dataset/train/Citrus canker/2025_12_21_IMG (247).JPG,2025_12_21_IMG (247).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,40377,790cbbf79bff93c57c5478242c750ef2cc6f75dc463de79fc60280d9494d96be,True,,
dataset/train/Citrus canker/2025_12_21_IMG (250).JPG,2025_12_21_IMG (250).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,48371,457849ff2b66dde9838cf7ef7e7670d6c10a3ef019dd287e7bb1e2a646e62b7d,True,,
dataset/train/Citrus canker/2025_12_21_IMG (252).JPG,2025_12_21_IMG (252).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42387,4d6a3766a6b2545cf5f4f6fd87175e19c4758f21a84560d26896cb1388ba47a3,True,,
dataset/train/Citrus canker/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,50918,def055dbf819489a6f6cbc1b49ca8530c473793812e9470f541478a0171f9e03,True,,
dataset/train/Citrus canker/2025_12_21_IMG (256).JPG,2025_12_21_IMG (256).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,43125,b817050a9ba733725cada74a161a56accd84ba456f1fecdcb7a3304fd087a4d2,True,,
dataset/train/Citrus canker/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,41936,dc60d039ce46ec79a4db6a3279fc7867141a3bfc0e21164711e8c82ba561bc73,True,,
dataset/train/Citrus canker/2025_12_21_IMG (258).JPG,2025_12_21_IMG (258).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,49862,76e72e3fab260daf71ada8018fa41e43b0174faf94be17549c7a9d4df3d9ba17,True,,
dataset/train/Citrus canker/2025_12_21_IMG (260).JPG,2025_12_21_IMG (260).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,48949,114448862f2ab2566d5a38500d712102d13ce1f848d6324a2260c528203740a5,True,,
dataset/train/Citrus canker/2025_12_21_IMG (261).JPG,2025_12_21_IMG (261).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42698,6a10a0b52898173f7b51012f05bf9753257eea9604fd38b4cebccbd28035e5e9,True,,
dataset/train/Citrus canker/2025_12_21_IMG (262).JPG,2025_12_21_IMG (262).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,49076,8c1c2389dc58477f6fb26c1aed80b3e0589acce45b1ff3ec84e688090c9d5157,True,,
dataset/train/Citrus canker/2025_12_21_IMG (263).JPG,2025_12_21_IMG (263).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,53744,37c8585eab9f9f269d3658ad962fd58813c26a4a7d436e57b987d14782d41c61,True,,
dataset/train/Citrus canker/2025_12_21_IMG (264).JPG,2025_12_21_IMG (264).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,47790,26de5c9b819c408e2ccf90f3eaac7feb75852d9a0b86da0c6c4fca274460e12d,True,,
dataset/train/Citrus canker/2025_12_21_IMG (266).JPG,2025_12_21_IMG (266).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,44083,d349bbac83dc9932645bb18ceec0681935a7cf65a0de1d4ecb96f89cccc3c370,True,,
dataset/train/Citrus canker/2025_12_21_IMG (267).JPG,2025_12_21_IMG (267).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,39498,cef01114d389b544a1d9cfb531e44b28b63cc26766aee05f90db3351faf395e0,True,,
dataset/train/Citrus canker/2025_12_21_IMG (268).JPG,2025_12_21_IMG (268).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,43098,d04c23de16645edeb631b8161107356c8d894eb594be72ca79b7451ea090a8c6,True,,
dataset/train/Citrus canker/2025_12_21_IMG (269).JPG,2025_12_21_IMG (269).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,40246,45ab835a6ee259fa204fe6926c7b5b71a148f0d6f4dadc611d3d33e00bca5f1c,True,,
dataset/train/Citrus canker/2025_12_21_IMG (270).JPG,2025_12_21_IMG (270).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,36298,71aa7395b79a8b8402dcbe774bcbd2d19fb2829b5d9db42ff49e06b5642ac6fe,True,,
dataset/train/Citrus canker/2025_12_21_IMG (271).JPG,2025_12_21_IMG (271).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,35379,6921ee9aace32dde575ef140533b39ed5b91e0d8a57a05d177858283c700c917,True,,
dataset/train/Citrus canker/2025_12_21_IMG (274).JPG,2025_12_21_IMG (274).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,40085,f56e8164e205ed24e38e47861871803eeda2a0d36a1d67b581520dcf56b12dba,True,,
dataset/train/Citrus canker/2025_12_21_IMG (276).JPG,2025_12_21_IMG (276).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42024,93dd5e2966e2421fcd189f70b1e1b9cdee9e05d59c541056ef02f2aa871592ae,True,,
dataset/train/Citrus canker/2025_12_21_IMG (277).JPG,2025_12_21_IMG (277).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,35343,5b67dff74698afbc53f648dc4e6b0a054d618bb21dfdb0bca31eaeda5b5729ce,True,,
dataset/train/Citrus canker/2025_12_21_IMG (278).JPG,2025_12_21_IMG (278).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,35089,4bdb813f697ac1c44660f54da1c89dce1d87fdd4721fb21d24afaa33159e9269,True,,
dataset/train/Citrus canker/2025_12_21_IMG (279).JPG,2025_12_21_IMG (279).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,42112,c3fae6009322a9178114d96f30a0df8af426cd97adcbfc80e3f159052c850c32,True,,
dataset/train/Citrus canker/2025_12_21_IMG (280).JPG,2025_12_21_IMG (280).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,40618,a9cb318d944e4eb1a80ffde59c997a4fd30a6a86281254ff6f7679a33f70a073,True,,
dataset/train/Citrus canker/2025_12_21_IMG (282).JPG,2025_12_21_IMG (282).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,46379,899fb35836f17a54e0546b4d872c32f33f984636484da6c7789b839c5c4c290a,True,,
dataset/train/Citrus canker/2025_12_21_IMG (284).JPG,2025_12_21_IMG (284).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,40637,b180a76a8059c5494107253565e09f4035af841db65ec23c574d65a2e5f95e95,True,,
dataset/train/Citrus canker/2025_12_21_IMG (286).JPG,2025_12_21_IMG (286).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,36088,a7adb86b1710fd9786fa4453e3e4dfcc8ee21181f499a5e6e1b3bbf22d320172,True,,
dataset/train/Citrus canker/2025_12_21_IMG (287).JPG,2025_12_21_IMG (287).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,44501,7d1aa30f4b4dd8793a10dc6db81b5aee44c27f8ac57ccb8812aa5d8756359faa,True,,
dataset/train/Citrus canker/2025_12_21_IMG (288).JPG,2025_12_21_IMG (288).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,46215,d5b35b0ed900b325f5ffa383b73cf5dc83f4782067fcd565ca5acb203554b4cc,True,,
dataset/train/Citrus canker/2025_12_21_IMG (290).JPG,2025_12_21_IMG (290).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,41661,c134a4edb5a5203fb1c7ad0e1de759cfc82ead1878ae08c24429c8cccf26c43a,True,,
dataset/train/Citrus canker/2025_12_21_IMG (291).JPG,2025_12_21_IMG (291).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,46589,ecd209949837196097b8ebe136b7d1553185fbce95bea1df737bf8a2e68a6613,True,,
dataset/train/Citrus canker/2025_12_21_IMG (292).JPG,2025_12_21_IMG (292).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,46633,e893d4fbceb12ab3c545fd33c00aef0f3eb9062c652383d2be038761e03ccf79,True,,
dataset/train/Citrus canker/2025_12_21_IMG (293).JPG,2025_12_21_IMG (293).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,59569,edb98406fd7512c669294749d4890f53a3e511821a65fe9e344dab53a13c3d1b,True,,
dataset/train/Citrus canker/2025_12_21_IMG (294).JPG,2025_12_21_IMG (294).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,56788,b61693e6ba873023c814fffba10ecda6f8e546925a56398a30820992a8fef821,True,,
dataset/train/Citrus canker/2025_12_21_IMG (295).JPG,2025_12_21_IMG (295).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,51238,ae516f3578cdef67a383c3e51c08870b3e65c361214a29358e7b3fd7c2a1d42e,True,,
dataset/train/Citrus canker/2025_12_21_IMG (296).JPG,2025_12_21_IMG (296).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,50360,caa05d741c9d0ce72f0577eba0698d810f2fdcc73e752bbb8f49f51962436f3e,True,,
dataset/train/Citrus canker/2025_12_21_IMG (297).JPG,2025_12_21_IMG (297).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,54535,33f7723469575925a5550f02a9fda7a0c64faad68362d8a464a6a98cd598ace4,True,,
dataset/train/Citrus canker/2025_12_21_IMG (298).JPG,2025_12_21_IMG (298).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,59690,1106bbda9c9f02aced85e307c5e9ee8daa4ff5ff38a9e1ed4cd410a0a75ebc31,True,,
dataset/train/Citrus canker/2025_12_21_IMG (299).JPG,2025_12_21_IMG (299).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,60406,5b89fee729ae42b5ea54dbee042e22c791852beab0932d91b3f87e09afd96407,True,,
dataset/train/Citrus canker/2025_12_21_IMG (301).JPG,2025_12_21_IMG (301).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,53586,2b40ffd6e059b61e50bb6bcbfa294849191d992f5f3ad52681febaf9a08ad394,True,,
dataset/train/Citrus canker/2025_12_21_IMG (302).JPG,2025_12_21_IMG (302).JPG,Citrus canker,train,.jpg,560,420,RGB,JPEG,1,46255,4277f05d71e6e82e2648657243d24937ce92abbf91f46d813884b150e94655e0,True,,
